ID,ORG_NM,CNT_STATE,LATEST_STAGE_NM,PRE_PROCESSING_HEALTH,DART_GEN_HEALTH,DART_REVIEW_HEALTH,SPS_LOAD_HEALTH
101830796,State of Franklin Healthcare Associ,TN,STOPPED,Yellow,Green,Red,Green
101827981,Unity Medical Center,TN,STOPPED,Yellow,Green,Red,Green
101827973,Rebecca D Bui Van Od,CA,STOPPED,Yellow,Green,Red,Green
101827974,Holston Children And Youth Frontier Health,TN,STOPPED,Red,Red,Red,Green
101825147,P3 Health Partners Medical Group,NV,STOPPED,Red,Red,Red,Green
101825130,Network Solutions Ipa,NY,STOPPED,Red,Green,Red,Green
101825131,Athletico LTD,IN,STOPPED,Red,Green,Red,Green
101825132,P3 Health Partners Medical Group,NV,STOPPED,Green,Red,Red,Green
101825134,Developmental Pathways,CA,STOPPED,Green,Green,Red,Green
101825138,Memorial Regional Hospital,FL,STOPPED,Red,Green,Green,Green
101822429,Therapyworks Cincinnati,OH,STOPPED,Yellow,Green,Red,Green
101822440,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
101822448,Lincare,NATIONAL,STOPPED,Green,Green,Green,Green
101822450,Ivx Health,OH,STOPPED,Red,Green,Red,Green
101822422,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
101819292,Optum Health Plan of California,CA,STOPPED,Yellow,Green,Red,Green
101819275,Legacy Care Aco,VA,STOPPED,Red,Green,Yellow,Green
101819282,Smh Physician Services,FL,STOPPED,Red,Green,Green,Green
101819284,Sacred Heart Hospital of Pen,FL,STOPPED,Red,Green,Green,Green
101819287,Optum Health Plan of California,CA,STOPPED,Yellow,Green,Red,Green
101816570,Orlando Family Physicians,FL,STOPPED,Yellow,Green,Green,Green
101816574,Meridian Ekg Group Pc,NJ,STOPPED,Green,Green,Red,Green
101816584,American Neuromonitoring Associates PC,WI,STOPPED,Green,Green,Red,Green
101816591,Community Health Center,CT,STOPPED,Yellow,Green,Red,Green
101813540,Human Behavior Institute Clinical Svcs,NV,STOPPED,Yellow,Green,Red,Green
101813544,CHS August Roster,NY,STOPPED,Red,Green,Red,Green
101813546,Palo Alto Medical Foundation,CA,STOPPED,Red,Red,Red,Green
101813529,P3 Health Partners Medical Group,NV,STOPPED,Green,Green,Red,Green
101813531,Page Memorial Hospital,VA,STOPPED,Red,Green,Yellow,Green
101811304,Ctr For Valued Living,CO,STOPPED,Green,Green,Red,Green
101811320,Sjc Medical Group,GA,STOPPED,Green,Green,Green,Green
101808270,Mercy Clinic-Lebanon-Ob/Gyn,MO,STOPPED,Green,Green,Red,Green
101808281,Thedacare Aco,WI,STOPPED,Red,Red,Red,Green
101808246,Nuvance Health Medical Practice CT,CT,STOPPED,Red,Green,Red,Green
101808252,Hope Family Health Services,TN,STOPPED,Red,Green,Red,Green
101805691,Heritage Health Care Medical Group,CA,STOPPED,Green,Green,Red,Green
101802528,North Georgia Anesthesia Services PC,GA,STOPPED,Green,Green,Red,Green
101802520,Saint Agnes Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
101797031,Elite Physical Therapy of Creve Coeur,MO,STOPPED,Green,Green,Red,Green
101797027,Albany Medical College,NY,STOPPED,Red,Green,Red,Green
101797017,Legacy Care,VA,STOPPED,Red,Green,Red,Green
101797014,St Luke Thn Chi Texas Health Network,TX,STOPPED,Red,Green,Red,Green
101791919,Columbia Doctors Newyork,NY,STOPPED,Red,Green,Red,Green
101791933,Iu Health Medical Group,IN,STOPPED,Yellow,Green,Yellow,Green
101791929,Associated Surgeons And Physicians,IN,STOPPED,Yellow,Green,Green,Green
101791927,Coalition of Athens Area Physicians (Caap),GA,STOPPED,Red,Green,Red,Green
101791915,Mhs Physician Services,WI,STOPPED,Green,Green,Red,Green
101789897,CHS Top Tier NYTTNE02,NY,STOPPED,Red,Green,Red,Green
101789912,CHS Net 95,NY,STOPPED,Yellow,Green,Red,Green
101789903,Appledore Medical Group,NH,STOPPED,Green,Green,Yellow,Green
101784213,Larry R Auda,CA,STOPPED,Green,Green,Red,Green
101784211,Marriage And Familyfocus,WI,STOPPED,Green,Green,Yellow,Green
101784216,Children's Healthcare of Atl,GA,STOPPED,Red,Green,Red,Green
101775481,Albany Surgical PC,GA,STOPPED,Green,Green,Red,Green
101758986,Principal Health Clinic,WA,STOPPED,Green,Green,Green,Green
101758989,Blossom Aba Therapy,TN,STOPPED,Green,Green,Red,Green
101756120,Theoria Medical,NH,STOPPED,Green,Green,Green,Green
101756119,Human Behavior Institute Clinical Svcs,NV,STOPPED,Yellow,Green,Red,Green
101756117,Radiology Physicians,OH,STOPPED,Yellow,Green,Red,Green
101756116,Amelia Heart And Vascular Center,VA,STOPPED,Green,Green,Yellow,Green
101756115,Seen Medical Group P.A.,NY,STOPPED,Green,Green,Red,Green
101756118,Foot & Ankle Center of Sj,NJ,STOPPED,Green,Green,Green,Green
101753867,Kittery Optometric Associates,ME,STOPPED,Green,Green,Yellow,Green
101750577,Rheumatology Associates,IN,STOPPED,Green,Green,Yellow,Green
101750578,Minds Matter,KS,STOPPED,Red,Green,Red,Green
101750579,Pediatric Therapy of Evans,GA,STOPPED,Green,Green,Green,Green
101750580,Planned Parenthood of Maryland,MD,STOPPED,Green,Green,Yellow,Green
101750582,New Beginnings Behavioral Healthcare,LA,STOPPED,Green,Green,Green,Green
101746815,Orlando Family Physicians,FL,STOPPED,Green,Green,Green,Green
101744582,Ctr For Valued Living,CO,STOPPED,Green,Green,Red,Green
101741265,Better Life Counseling Center,CA,STOPPED,Red,Green,Red,Green
101741264,Arkansas Counseling & Psychodiagnostics,AR,STOPPED,Green,Green,Red,Green
101627253,Pro Physio,CO,STOPPED,Green,Green,Red,Green
101609144,Pacific Medical Centers,WA,STOPPED,Red,Green,Red,Green
101588725,Lakeside Central Valley,CA,STOPPED,Yellow,Green,Red,Green
101581728,Trustees of Columbia University In The City of New York,NY,STOPPED,Yellow,Green,Red,Green
101579461,Medstar Medical Group II,DC,STOPPED,Red,Green,Red,Green
101579462,Sea Mar-Battleground Medical,WA,STOPPED,Red,Green,Red,Green
101577097,Sea Mar-Battleground Medical,WA,STOPPED,Red,Yellow,Red,Green
101574587,Compass Health,WA,STOPPED,Green,Green,Red,Green
101572688,Hea Clinic,TX,STOPPED,Red,Green,Red,Green
101569743,St Francis Physician Practices,GA,STOPPED,Green,Green,Red,Green
101569736,Prospect Medical Group-San Diego,CA,STOPPED,Red,Green,Red,Green
101567381,Gardner D Tarlow MD,CA,STOPPED,Red,Green,Red,Green
101565399,Memorialcare Medical Foundation,CA,STOPPED,Red,Green,Red,Green
101565393,Cook Childrens Physician Network/Er,TX,STOPPED,Red,Green,Red,Green
101560750,Valley Health Center,CA,STOPPED,Red,Green,Red,Green
101557703,Counseling & Recovery Svcs,WA,STOPPED,Red,Green,Yellow,Green
101542004,Dartmouth Hitchcock,NH,STOPPED,Yellow,Green,Red,Green
101537395,Shellman Medical,GA,STOPPED,Yellow,Green,Red,Green
101533402,Speech Therapy of Forsyth,GA,STOPPED,Green,Green,Red,Green
101530611,Community Health Center of Dayton,IA,STOPPED,Red,Green,Red,Green
101523635,Heritage Health Care Medical Group,CA,STOPPED,Green,Green,Red,Green
101520839,Regents of The University of California,CA,STOPPED,Green,Green,Red,Green
101512126,Heritage Health Care Medical Group,CA,STOPPED,Red,Green,Red,Green
101503171,Ema Anesthesia Psc,KY,STOPPED,Red,Green,Red,Green
101493681,Nuestra Familia Medical Group,CA,STOPPED,Red,Green,Red,Green
101493689,Prospect Medical Group-San Diego,CA,STOPPED,Red,Green,Red,Green
101493687,Medstar Medical Group II,VA,STOPPED,Red,Green,Red,Green
101492002,Audiology Services Company Usa,WA,STOPPED,Yellow,Green,Red,Green
101487415,Paramount Health Options,IA,STOPPED,Yellow,Green,Red,Green
101480884,Lakeside Counseling Center,WI,STOPPED,Green,Green,Red,Green
101480882,East Houston Physicians Group,TX,STOPPED,Yellow,Green,Red,Green
101480881,Cooperative Healthcare Svcs,GA,STOPPED,Green,Green,Red,Green
101475409,Denver Physical Therapy,CO,STOPPED,Red,Green,Red,Green
101473155,Imperial County Physicians Medical Group,CA,STOPPED,Red,Green,Red,Green
101473156,Denver Physical Therapy,CO,STOPPED,Red,Green,Red,Green
101468661,State of Franklin Healthcare Associ,TN,STOPPED,Yellow,Green,Red,Green
101468668,Cedar Valley Medical Specialists,IA,STOPPED,Green,Green,Red,Green
101466775,Savannah Multispecialty Associates,GA,STOPPED,Green,Green,Red,Green
101464663,Dartmouth Hitchcock,NH,STOPPED,Yellow,Green,Red,Green
101464678,Capital Health Medical Group,NJ,STOPPED,Red,Green,Red,Green
101464687,Memorialcare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
101462562,Neurologiciom,CO,STOPPED,Red,Green,Red,Green
101460530,Level Ahead Georgia,GA,STOPPED,Red,Green,Red,Green
101460540,Dallas Physician Medical Svcs For Children,TX,STOPPED,Red,Green,Red,Green
101460534,Uh Portage Medical Center,OH,STOPPED,Red,Green,Red,Green
101460537,Dallas Physician Medical Svcs For Children,TX,STOPPED,Red,Green,Red,Green
101460539,Dallas Physician Medical Svcs For Children,TX,STOPPED,Red,Green,Red,Green
101455626,Comm Health Care Sys Inc-Laurens,GA,STOPPED,Red,Green,Red,Green
101455629,Palo Alto Medical Foundation,CA,STOPPED,Red,Yellow,Red,Green
101451675,Beacon IPA,NY,STOPPED,Green,Green,Red,Green
101448266,Behavioral Health Resources,WA,STOPPED,Green,Green,Red,Green
101446366,Rebecca D Bui Van Od,CA,STOPPED,Yellow,Green,Red,Green
101446371,Bloom Family Eye Surgeons,OH,STOPPED,Green,Green,Red,Green
101446372,Rural Health Enterprise,WA,STOPPED,Red,Green,Red,Green
101444414,Iu Health Medical Group,IN,STOPPED,Yellow,Green,Green,Green
101440381,Parkview Health System,IN,STOPPED,Yellow,Green,Green,Green
101440393,Appledore Medical Group,NH,STOPPED,Yellow,Green,Red,Green
101440390,Garnet Health Doctors,NY,STOPPED,Red,Green,Red,Green
101438888,Parkview Health System,IN,STOPPED,Yellow,Green,Red,Green
101438883,Therapeutic Speech And Language Services,GA,STOPPED,Yellow,Green,Red,Green
101438880,University Physician Associates,NJ,STOPPED,Green,Green,Red,Green
101433469,P3 Health Partners Medical Group,NV,STOPPED,Red,Green,Red,Green
101433468,Jason E Leedy MD,OH,STOPPED,Green,Green,Red,Green
101432431,Henry County Health Center,IA,STOPPED,Yellow,Green,Red,Green
101432427,Sobeyda Valle Ellis,NY,STOPPED,Green,Green,Red,Green
101430737,Optum Health Plan of California,CA,STOPPED,Yellow,Green,Red,Green
101430733,Linda D Grey Cns,VA,STOPPED,Yellow,Green,Red,Green
101426602,Palo Alto Medical Foundation,CA,STOPPED,Red,Red,Red,Green
101426592,Bienetre Medical,NY,STOPPED,Red,Green,Red,Green
101425024,Uci Ophthalmology Group,CA,STOPPED,Red,Green,Red,Green
101423310,Teamup Therapy,GA,STOPPED,Red,Green,Red,Green
101421737,Camilla Helena Ahlqvist,CA,STOPPED,Red,Green,Red,Green
101421731,Palo Alto Medical Foundation,CA,STOPPED,Red,Green,Red,Green
101421742,Prosport Physical Therapy Professionals,CA,STOPPED,Green,Green,Red,Green
101421741,Elko Family Wellness Center,NV,STOPPED,Green,Green,Red,Green
101420859,Lutheran Medical Group,IN,STOPPED,Yellow,Green,Red,Green
101420845,Central Valley Medical Providers,CA,STOPPED,Green,Green,Red,Green
101420854,Tribeca Pediatrics,NY,STOPPED,Green,Green,Red,Green
101419052,Beacon IPA,NY,STOPPED,Yellow,Green,Red,Green
101417692,Emory Healthcare Network,GA,STOPPED,Yellow,Green,Red,Green
101414457,Prosport Physical Therapy Professionals,CA,STOPPED,Red,Green,Red,Green
101411872,All Care Health Center,IA,STOPPED,Green,Green,Red,Green
101411870,Beacon IPA,NY,STOPPED,Red,Green,Red,Green
101410656,Larry R Auda,CA,STOPPED,Red,Green,Red,Green
101410652,Northern Nevada H O P E S,NV,STOPPED,Green,Green,Red,Green
101408339,Atlanta Gastroenterology Associates,GA,STOPPED,Yellow,Red,Green,Green
101408340,Universal Healthcare Ipa,CA,STOPPED,Green,Green,Green,Green
101408346,Southwest Virginia Community Health System,TN,STOPPED,Red,Green,Red,Green
101403603,Cumberland Family Medical Center,KY,STOPPED,Yellow,Green,Red,Green
101399298,Ultimate U Medical,NV,STOPPED,Green,Green,Red,Green
101400310,Heritage Health Care Medical Group,CA,STOPPED,Red,Green,Red,Green
101397308,Lutheran Community Svcs Northwest,WA,STOPPED,Green,Green,Red,Green
101388422,Beacon IPA,NY,STOPPED,Red,Green,Red,Green
101388423,Complex Care Medical Services,TX,STOPPED,Green,Green,Red,Green
101394431,University Surgeons of Orange,CA,STOPPED,Green,Green,Yellow,Green
101393526,Parkview Ancillary Services,CO,STOPPED,Green,Green,Red,Green
101393528,Anesthesiology Consultants Enterprises PLLC,KY,STOPPED,Green,Green,Red,Green
101389334,Universal Healthcare Ipa,CA,STOPPED,Green,Green,Green,Green
101387500,Hudson Headwaters Health Network,NY,STOPPED,Green,Green,Red,Green
101387501,North Range Behavioral Health,CO,STOPPED,Yellow,Green,Red,Green
101386270,All Care Health Center,IA,STOPPED,Green,Green,Red,Green
101383360,Prospect Health Source Medical Group,CA,STOPPED,Yellow,Green,Red,Green
101384841,Heritage Health Care Medical Group,CA,STOPPED,Green,Green,Red,Green
101377641,Kaleida Health,WNY,STOPPED,Green,Green,Red,Green
101377640,Mon Health Marion Neighborhood Hospital,WV,STOPPED,Green,Green,Red,Green
101377067,Shopko 4300,WI,STOPPED,Green,Green,Green,Green
101375611,Us Televero Health,TX,STOPPED,Green,Green,Red,Green
101374472,Radiology Physicians,OH,STOPPED,Yellow,Green,Red,Green
101373571,Alexandre B Demoura MD PC,NY,STOPPED,Yellow,Green,Red,Green
101373009,Elko Family Wellness Center,NV,STOPPED,Green,Green,Red,Green
101371995,Kennebec Anesthesia Associates,ME,STOPPED,Green,Green,Yellow,Green
101371993,Truhealth,MO,STOPPED,Green,Green,Red,Green
101370658,Lcmc Urgent Care,LA,STOPPED,Green,Green,Green,Green
101369548,Shawnee Mission Medical Center,KS,STOPPED,Green,Green,Green,Green
101369549,Cumberland Family Medical Center,KY,STOPPED,Green,Green,Red,Green
101369122,Aesthetic Plastic Surgery Evansville,IN,STOPPED,Green,Green,Red,Green
101366164,Psychiatry of Texaspllc,CO,STOPPED,Green,Green,Red,Green
101368045,Pacific Neuropsychiatric Specialists,CA,STOPPED,Yellow,Yellow,Red,Green
101349747,Camden Clark Physician Corporation,WV,STOPPED,Yellow,Green,Red,Green
101248470,Heritage Health Care Medical Group,CA,STOPPED,Red,Green,Red,Green
101246799,Saint Agnes Medical Foundation,CA,STOPPED,Red,Green,Red,Green
101246802,Intrepid Cce Speech,GA,STOPPED,Red,Green,Red,Green
101246808,Intrepid Cce Speech,GA,STOPPED,Red,Red,Green,Green
101246811,Hoag Medical Group,CA,STOPPED,Red,Green,Red,Green
101246814,Emanate Health Ipa,CA,STOPPED,Yellow,Green,Red,Green
101246818,University of Colorado Medicine,CO,STOPPED,Red,Green,Red,Green
101245152,Health Care La,CA,STOPPED,Red,Green,Red,Green
101245150,Coachella Valley Imaging Palm Desert,CA,STOPPED,Green,Green,Red,Green
101245148,Medical Faculty Associates,DC,STOPPED,Red,Green,Red,Green
101245130,Memorialcare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
101245132,West Jefferson School Based Hc Mhs,LA,STOPPED,Red,Yellow,Red,Green
101245134,University of Colorado Medicine,CO,STOPPED,Red,Red,Red,Green
101245168,Emanate Health Ipa,CA,STOPPED,Red,Green,Red,Green
101245171,University of Colorado Medicine,CO,STOPPED,Red,Red,Red,Green
101245139,Modesto Advanced Diagnostic Imaging,CA,STOPPED,Yellow,Green,Red,Green
101243517,Memorialcare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
101239101,Universal Healthcare Ipa,CA,STOPPED,Yellow,Green,Red,Green
101220371,United Physicians Network,CA,STOPPED,Green,Green,Red,Green
101211065,Universal Health Plan,CA,STOPPED,Green,Green,Red,Green
101140792,NSLIJ Physician Medical PC Delegated Providers Denied OON,NY,STOPPED,Red,Green,Red,Green
100647896,Ventura Orthopaedic Medical Group,CA,STOPPED,Yellow,Green,Red,Green
100622726,Memorialcare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
100614272,Teamup Therapy,GA,STOPPED,Red,Green,Red,Green
100611353,South Bend Clinic,IN,STOPPED,Green,Green,Red,Green
100602313,The Emory Clinic,GA,STOPPED,Green,Green,Green,Green
100583851,Tribeca Pediatrics,NY,STOPPED,Green,Green,Red,Green
100575500,Au Dental Associates,GA,STOPPED,Red,Green,Red,Green
100575507,Uci Ophthalmology Group,CA,STOPPED,Yellow,Green,Red,Green
100551605,Nuestra Familia Medical Group,CA,STOPPED,Red,Green,Red,Green
100545911,WellStar Clinical Partner,GA,STOPPED,Green,Green,Red,Green
100537764,Childrens University Medical Group,AR,STOPPED,Red,Yellow,Red,Green
100535570,Jennie Stuart Medical Center Hospitalist Group,KY,STOPPED,Green,Green,Red,Green
100529104,Cleveland Clinic Foundation,OH,STOPPED,Red,Yellow,Red,Green
100529101,Philips Remote Cardiac Services,CT,STOPPED,Red,Green,Red,Green
100520864,Aurora Health Center,WI,STOPPED,Yellow,Green,Red,Green
100520867,Memorial Health Net Providers,TX,STOPPED,Green,Green,Red,Green
100518091,Prospect Health Source Medical Group,CA,STOPPED,Green,Green,Red,Green
100513258,Rebecca D Bui Van Od,CA,STOPPED,Green,Red,Red,Green
100513257,Heritage Health Care Medical Group,CA,STOPPED,Red,Green,Red,Green
100507034,Appledore Medical Group,NH,STOPPED,Yellow,Green,Red,Green
100507036,Heritage Health Care Medical Group,CA,STOPPED,Green,Green,Red,Green
100507028,Optum Health Plan of California,CA,STOPPED,Red,Green,Red,Green
100501160,Treetop Therapy Ga,GA,STOPPED,Yellow,Green,Red,Green
100501157,Aba Grateful Care In,IN,STOPPED,Yellow,Green,Red,Green
100490204,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
100490198,Montefiore Medical Center,NY,STOPPED,Red,Green,Red,Green
100490199,Preferred Ipa of Ca,CA,STOPPED,Yellow,Green,Red,Green
100490196,Prosport Physical Therapy Professionals,CA,STOPPED,Red,Green,Green,Green
100488020,Universal Health Plan,CA,STOPPED,Green,Green,Red,Green
100483995,Meriter Hospital,WI,STOPPED,Green,Green,Red,Green
100481240,Helen Ross Mcnabb Center,TN,STOPPED,Red,Green,Red,Green
100481242,Helen Ross Mcnabb Center,TN,STOPPED,Red,Green,Red,Green
100479006,Coos County Family Health Services,NH,STOPPED,Yellow,Green,Red,Green
100454307,Action Potential Rllp,CO,STOPPED,Green,Green,Red,Green
100454302,Universal Health Plan,CA,STOPPED,Green,Green,Red,Green
100448892,Prospect Medical Group-San Diego,CA,STOPPED,Red,Green,Red,Green
100446209,Ten Med,GA,STOPPED,Green,Green,Red,Green
100446210,Treetop Therapy Ga,GA,STOPPED,Green,Green,Red,Green
100446213,Medical Offices of Manhattan,NY,STOPPED,Yellow,Green,Yellow,Green
100443550,Central Maine Medical Center,ME,STOPPED,Yellow,Green,Red,Green
100443546,Carilion Healthcare Corporation,VA,STOPPED,Red,Green,Red,Green
100443545,Hudson Headwaters Health Network,NY,STOPPED,Green,Green,Red,Green
100440905,Ati Physical Therapy,NV,STOPPED,Green,Green,Yellow,Green
100437960,Wellmed Medical Group,TX,STOPPED,Green,Green,Green,Green
100437964,Medstar Medical Group II,DC,STOPPED,Green,Green,Red,Green
100437972,Parkview Ancillary Services,CO,STOPPED,Green,Green,Green,Red
100437980,Universal Health Plan,CA,STOPPED,Green,Green,Red,Green
100437981,Medstar Medical Group II,MD,STOPPED,Green,Green,Red,Green
100437989,Optum Health Plan of California,CA,STOPPED,Green,Green,Red,Green
100437996,Pediatrix Medical Group PC,WV,STOPPED,Green,Green,Yellow,Green
100435369,Starling Physicians PC,CT,STOPPED,Yellow,Green,Red,Green
100435373,Legacy Care,VA,STOPPED,Red,Green,Red,Green
100435379,Cvmc Outpatient Behavioral Health Clinic,NV,STOPPED,Yellow,Green,Red,Green
100435382,Universal Healthcare Ipa,CA,STOPPED,Yellow,Green,Red,Green
100432780,Albany Medical College,NY,STOPPED,Yellow,Green,Red,Green
100432782,Universal Healthcare Ipa,CA,STOPPED,Yellow,Green,Red,Green
100432793,Our Lady of The Lake Physician Group,LA,STOPPED,Red,Green,Red,Green
100427594,Muhammad J.S. Khan MD PC,NY,STOPPED,Yellow,Green,Red,Green
100425073,Optum Medical Care,NY,STOPPED,Yellow,Green,Red,Green
100425080,"Occupational Health Centers of California, A Medical Corp.",CA,STOPPED,Green,Green,Red,Green
100421972,Universal Health Plan,CA,STOPPED,Green,Green,Green,Green
100421974,Slucare Physician Group,MO,STOPPED,Red,Red,Red,Green
100421975,Tracey Linneweber Rd,IN,STOPPED,Red,Green,Red,Green
100421978,Children's Therapy Services,KS,STOPPED,Red,Green,Red,Green
100421981,Ochsner Clinic,LA,STOPPED,Red,Green,Red,Green
100373967,Universal Health Plan,CA,STOPPED,Green,Green,Green,Green
100361068,Barnes Jewish Hospital,MO,STOPPED,Red,Green,Red,Green
100354210,"Center for the Visually Impaired, Inc",GA,STOPPED,Green,Green,Yellow,Green
100341453,Camden Clark Physician Corporation,WV,STOPPED,Green,Green,Red,Green
100304148,Shopko 4300,WI,STOPPED,Green,Green,Yellow,Green
100304146,Pediatrix Medical Group PC,WV,STOPPED,Green,Green,Red,Green
100302621,Commonwealth Radiology PC,VA,STOPPED,Green,Green,Red,Green
100302620,Radiology Physicians,OH,STOPPED,Green,Green,Red,Green
100302619,Singleton Associates,TX,STOPPED,Yellow,Green,Red,Green
100298110,Cvmc Outpatient Behavioral Health Clinic,NV,STOPPED,Yellow,Green,Red,Green
100295767,Clhg-Winn,LA,STOPPED,Green,Green,Red,Green
100295766,Ascentist Physicians Group,KS,STOPPED,Green,Green,Red,Green
100295765,Community Medical Associates,KY,STOPPED,Green,Green,Red,Green
100292874,Meridian Health Svcs,IN,STOPPED,Green,Green,Red,Green
100290635,California Sprout Mc 1,CA,STOPPED,Red,Yellow,Red,Green
100290634,Falls Church Pediatrics,DC,STOPPED,Green,Green,Red,Green
100290633,Radiology Associates of Tallahassee,FL,STOPPED,Green,Green,Green,Green
100290632,Hartford Healthcare Medical Group Specialists,CT,STOPPED,Green,Green,Red,Green
100290636,Crane Surgical Services Colorado,CO,STOPPED,Green,Green,Red,Green
100284004,Cornerstone Counseling Clinic,AR,STOPPED,Green,Green,Red,Green
100099110,Trustees of Columbia University In The City of New York,NY,STOPPED,Red,Red,Red,Green
100099109,Trustees of Columbia University In The City of New York,NY,STOPPED,Red,Red,Red,Green
100085731,Mvhe,OH,STOPPED,Yellow,Green,Red,Green
100063205,Memorialcare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
100063204,Memorialcare Medical Foundation,CA,STOPPED,Yellow,Green,Red,Green
100054023,Wythe County Physician Practices,VA,STOPPED,Green,Green,Red,Green
100043911,Dignity Health Woodland Clinic,CA,STOPPED,Yellow,Green,Red,Green
100043914,Dignity Health Mercy Medical Group,CA,STOPPED,Yellow,Green,Red,Green
100027381,Select Physical Therapy,CO,STOPPED,Yellow,Green,Red,Green
100027380,Aba Grateful Care In,IN,STOPPED,Yellow,Green,Red,Green
100027379,Behavioral Health Resources,WA,STOPPED,Red,Green,Red,Green
100017226,Universal Health Plan,CA,STOPPED,Yellow,Green,Red,Green
100017227,Universal Healthcare Ipa,CA,STOPPED,Yellow,Green,Red,Green
100017223,Heritage Health Care Medical Group,CA,STOPPED,Yellow,Green,Red,Green
100006249,United Physicians International,CA,STOPPED,Yellow,Green,Red,Green
100006251,Pns Of Florida I,FL,STOPPED,Red,Green,Red,Green
99988008,Heritage Health Care Medical Group,CA,STOPPED,Red,Green,Red,Green
99988012,Heritage Health Care Medical Group,CA,STOPPED,Yellow,Green,Red,Green
99988015,Nuestra Familia Medical Group,CA,STOPPED,Red,Green,Red,Green
99980111,Heritage Health Care Medical Group,CA,STOPPED,Red,Green,Red,Green
99971282,Universal Healthcare Ipa,CA,STOPPED,Yellow,Green,Red,Green
99971283,Omni Family Health,CA,STOPPED,Yellow,Green,Red,Green
99961448,Independent Physicians Network Inc,WI,STOPPED,Red,Green,Red,Green
99961443,Harbin Clinic,GA,STOPPED,Green,Green,Red,Green
99956834,Universal Health Plan,CA,STOPPED,Yellow,Green,Red,Green
99956832,Nuestra Familia Medical Group,CA,STOPPED,Yellow,Green,Red,Green
99953916,Summit Medical Group,TN,STOPPED,Yellow,Green,Red,Green
99953921,Adventist Health Physicians Network,CA,STOPPED,Red,Green,Red,Green
99953919,Paramount Health Options,IA,STOPPED,Red,Green,Red,Green
99953920,Nuestra Familia Medical Group,CA,STOPPED,Red,Green,Red,Green
99946012,Universal Health Plan,CA,STOPPED,Red,Green,Red,Green
99946007,Lrefuah Med & Rehab Ctr,NY,STOPPED,Red,Green,Red,Green
99943115,Cedars-Sinai Medical Care Foundation,CA,STOPPED,Yellow,Green,Red,Green
99937593,Athletico Ltd,IN,STOPPED,Red,Green,Red,Green
99937595,Kitsap Mental Health Svcs,WA,STOPPED,Green,Green,Red,Green
99937599,Sondermind Provider Network,GA,STOPPED,Red,Red,Red,Green
99937601,Heritage Health Care Medical Group,CA,STOPPED,Yellow,Green,Red,Green
99899104,Sovereign Phoenix IPA,NY,STOPPED,Yellow,Green,Red,Green
99899102,Optum Health Plan of California,CA,STOPPED,Yellow,Green,Red,Green
99887974,Abingdon Physician Partners,TN,STOPPED,Red,Green,Red,Green
99875053,Appledore Medical Group,NH,STOPPED,Yellow,Green,Red,Green
99845073,Lone Star Circle of Care At Lake Aire,TX,STOPPED,Red,Green,Red,Green
99845076,Treetop Therapy Ga,GA,STOPPED,Green,Green,Red,Green
99845077,Lone Star Circle of Care At Lake Aire,TX,STOPPED,Red,Green,Red,Green
99845079,Sentara Medical Group,VA,STOPPED,Red,Green,Red,Green
99839405,Larry R Auda,CA,STOPPED,Red,Green,Red,Green
99831156,Universal Health Plan,CA,STOPPED,Green,Green,Red,Green
99828414,Heritage Health Care Medical Group,CA,STOPPED,Yellow,Green,Red,Green
99828413,Optum Care Network- Greater Bay Area,CA,STOPPED,Green,Green,Red,Green
99828409,"M. Reza Mizani, MD",TX,STOPPED,Yellow,Green,Red,Green
99828406,Universal Health Plan,CA,STOPPED,Green,Green,Red,Green
99828404,"M. Reza Mizani, MD",TX,STOPPED,Yellow,Green,Red,Green
99820390,Florida Hospital Medical Group,FL,STOPPED,Red,Yellow,Red,Green
99820379,Physiotherapy Associates,GA,STOPPED,Yellow,Green,Red,Green
99811978,Focus Mental Health Solutions,NV,STOPPED,Red,Green,Red,Green
99811971,Beacon IPA,NY,STOPPED,Red,Green,Red,Green
99811976,American Oncology Partners,GA,STOPPED,Green,Green,Red,Green
99809285,Valley Medical Center Clinic Network,WA,STOPPED,Red,Green,Red,Green
99803875,Trinity Health of New England,CT,STOPPED,Yellow,Green,Yellow,Green
99803878,Physiotherapy Associates,GA,STOPPED,Yellow,Green,Red,Green
99800163,Gentle Heart Doula Care,KS,STOPPED,Yellow,Green,Red,Green
99800166,La Salle Medical Associates,CA,STOPPED,Green,Green,Red,Green
99795745,Promisecare Medical Group Hemet Community Medical Group,CA,STOPPED,Green,Green,Red,Green
99795744,Dayton Children's Specialty Phy,OH,STOPPED,Yellow,Green,Red,Green
99795742,Unified Womens Healthcare of Texas,VA,STOPPED,Green,Green,Red,Green
99795736,Lutheran Community Svcs Northwest,WA,STOPPED,Red,Green,Red,Green
99785471,Dayton Children's Specialty Phy,OH,STOPPED,Yellow,Green,Red,Green
